"","id","company_urlname","company_id","shares","C2B_likes","total_comments","created_date","post_time","post_date","weekday","time","type","afinnscore","bingscore","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","message"
"1704",1704,"Kia","156773665364",1,73,15,"2012-02-06","02:20:34","2012-02-06",1,"early morning","link",8,2,1,1,0,0,1,1,1,1,1,1,"you can't choose who wins the big game, but you can choose which big game commercial should win! vote now."
"1705",1705,"Kia","156773665364",16,42,5,"2012-02-05","21:09:17","2012-02-05",7,"night","video",2,2,0,1,0,0,1,0,1,0,0,1,"are you ready for the big game? check out the extended version of our spot for the kia optima that will air today during the game. what is your favorite part of the commercial?"
"1706",1706,"Kia","156773665364",27,30,9,"2012-02-02","15:52:49","2012-02-02",4,"afternoon","video",NA,NA,0,0,0,0,0,0,1,0,0,0,"supermodels, rock n' roll & the sandman…oh my!"
"1707",1707,"Kia","156773665364",4,16,0,"2012-02-01","21:54:50","2012-02-01",3,"night","video",NA,NA,2,2,0,0,2,2,2,2,2,3,"blake griffin is nominated for best sports pitchman by adweek. you can vote now at www.adweek.com/sports-poll. check out the latest kia optima commercial and see why blake deserves your vote."
"1708",1708,"Kia","156773665364",1,22,6,"2012-01-31","18:39:21","2012-01-31",2,"afternoon","video",3,1,0,1,0,0,1,0,1,0,1,1,"it's hard to get enough of adriana. but, thanks to the miracle of the internet, we're able to bring you 5 hours of the finest flag-waving the world has ever seen."
"1709",1709,"Kia","156773665364",3,20,0,"2012-01-30","19:30:55","2012-01-30",1,"night","video",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blake griffin shows you what is easy to fold in the new commercial for the kia optima."
"1710",1710,"Kia","156773665364",1,12,0,"2012-01-30","17:47:21","2012-01-30",1,"afternoon","photo",NA,-1,0,0,0,1,0,1,0,0,0,0,"come check out the rio monster rundown game featuring the all new rio 5-door! bet you can’t play just once! "
"1711",1711,"Kia","156773665364",0,8,1,"2012-01-28","22:13:55","2012-01-28",6,"night","link",1,NA,0,1,0,0,1,0,1,0,1,0,"not your average…comedy festival? that's right."
"1712",1712,"Kia","156773665364",0,11,1,"2012-01-28","01:01:16","2012-01-28",6,"early morning","link",5,1,0,0,0,0,1,0,1,0,1,0,"do you love nikita? do you want a chance at a vip tour of the nikita set?"
"1713",1713,"Kia","156773665364",12,28,3,"2012-01-28","00:01:05","2012-01-28",6,"early morning","video",7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blake griffin shares what he thinks is impressive in the latest commercial for the kia optima. are you impressed by the kia optima?"
"1714",1714,"Kia","156773665364",0,18,0,"2012-01-27","00:29:54","2012-01-27",5,"early morning","link",1,NA,0,2,0,0,1,0,2,0,0,1,"check out the new explore kia application on facebook. you can browse kia vehicles, build & price your own kia, locate a dealer in your area, share with friends, and much more."
"1715",1715,"Kia","156773665364",2,35,2,"2012-01-25","21:43:51","2012-01-25",3,"night","video",NA,NA,0,1,0,0,0,0,0,0,0,0,"something very dreamy is coming your way. stay tuned."
"1716",1716,"Kia","156773665364",1,10,1,"2012-01-23","20:23:47","2012-01-23",1,"night","photo",2,NA,0,1,0,0,2,0,2,0,0,1,"you and the rio 5-door -- saving the world, one road at a time. jump in, save your friends! what are you waiting for? "
"1717",1717,"Kia","156773665364",0,11,2,"2012-01-20","22:30:00","2012-01-20",5,"night","link",1,NA,0,1,0,0,0,0,2,0,0,1,"we are issuing a voluntary safety recall campaign to replace the clock spring contact assembly on some 2006-2008 kia optimas and 2007-2008 kia rondos. click below for more details."
"1718",1718,"Kia","156773665364",1,22,9,"2012-01-19","19:56:01","2012-01-19",4,"night","status",2,3,0,1,0,0,1,0,3,0,0,5,"kia motors america (kma), the official automotive partner of the nba, has added a new team its nba team partnerships by becoming the “official vehicle of the golden state warriors.”  beginning with the 2011-2012 basketball season, kma also has renewed relationships with the boston celtics, chicago bulls, cleveland cavaliers, denver nuggets, miami heat, new york knicks, philadelphia 76ers, phoenix suns and san antonio spurs, while the los angeles clippers, orlando magic and portland trail blazers remain on kia motors’ roster in 2011-2012 as part of multi-year agreements. which team are you hoping goes all the way this year?"
"1719",1719,"Kia","156773665364",11,42,9,"2012-01-17","18:58:29","2012-01-17",2,"afternoon","photo",3,0,0,1,0,0,1,0,1,0,1,1,"usa today is previewing the new kia commercial that will air during the big game. the spot features appearances by adriana lima, motley crue and chuck liddell. who are you most excited to see in the new commercial? check out the article at "
"1720",1720,"Kia","156773665364",11,40,15,"2012-01-13","19:09:34","2012-01-13",5,"night","photo",13,8,0,1,0,0,1,1,2,0,0,3,"the 2012 rio 5-door has been named “subcompact car of the year” by fama’s “mujeres al volante.” fama is a leading modern lifestyle magazine in spanish, and the mujeres al volante awards honor vehicles that meet the priorities of u.s. hispanic women when considering a new vehicle. the rio 5-door was recognized for its long list of standard safety features, modern amenities, outstanding fuel economy, strong family appeal and world-class design."
"1721",1721,"Kia","156773665364",3,11,0,"2012-01-11","20:01:32","2012-01-11",3,"night","photo",2,NA,0,0,0,0,1,0,1,0,0,1,"your friends have been turned into monsters! what are you going to do? hop into a customized rio 5-door and save them, that's what!"
"1722",1722,"Kia","156773665364",5,26,10,"2012-01-11","01:40:01","2012-01-11",3,"early morning","photo",5,4,0,0,0,0,0,0,5,0,0,2,"kia motors america today unveiled uvo eservices, the next iteration of the company’s innovative voice-activated infotainment system, during the 2012 consumer electronics show (ces). uvo eservices represents an evolution from the original uvo system’s capabilities, adding a new telematics suite that is powered by a free smartphone app that will provide drivers with an innovative in-vehicle connectivity experience including navigation, diagnostics capabilities and added convenience features. you can learn more here: www.facebook.com/kia?sk=app_137190563016362."
"1723",1723,"Kia","156773665364",0,12,0,"2012-01-07","21:00:13","2012-01-07",6,"night","link",2,NA,3,0,0,1,1,3,1,0,0,1,"south beast, tinseltown wolf and blizzarding brutes…oh my! grab the rio 5-door and hit the road to save your friends! "
"1724",1724,"Kia","156773665364",12,48,7,"2012-01-05","21:17:24","2012-01-05",4,"night","link",7,4,0,2,1,0,1,3,3,1,0,3,"the kia optima has been named “2012 sedan of the year” by autobytel. recognized by the automotive research website’s editors as “setting the bar” in the sedan category, the optima took top honors against tough competition with its head-turning design, roomy interior and outstanding fuel economy."
"1725",1725,"Kia","156773665364",19,55,36,"2012-01-04","18:49:49","2012-01-04",3,"afternoon","photo",2,NA,0,1,0,0,0,1,2,1,0,1,"kia motors america (kma) today reported record december sales of 43,390 units, a 42.5% increase over the same period in 2010. kia had its best-ever full-year sales of 485,492 vehicles in 2011, a 36.3% increase over 2010. the kia optima also topped the sales chart for the first time since its introduction in late 2010. which kia vehicle are you driving or would like to be driving in 2012?"
"1726",1726,"Kia","156773665364",1,102,15,"2012-01-01","05:21:53","2012-01-01",7,"early morning","status",3,1,0,1,0,0,1,0,1,0,0,1,"kia motors america would like to wish you a happy new year!"
"1727",1727,"Kia","156773665364",0,23,7,"2012-02-24","01:12:37","2012-02-24",5,"early morning","link",15,4,0,1,0,0,2,0,4,0,2,2,"do you love to tell everyone about your kia? share your positive experience with kia in our customer loyalty contest and have the chance to win a trip to korea."
"1728",1728,"Lamborghini","227228333969461",4456,13121,563,"2012-03-08","10:48:06","2012-03-08",4,"morning","video",1,2,0,1,0,0,1,0,3,0,0,1,"design, technology, passion, innovation, manufacturing: take a look at the behind-the-scenes of the new unica, aventador j!"
"1729",1729,"Lamborghini","227228333969461",1796,8674,319,"2012-03-07","16:23:55","2012-03-07",3,"afternoon","video",3,2,0,1,0,1,2,0,2,0,1,1,"want to feel the thrill of the aventador j unveiling? here is the video of the official presentation at the geneva international motor show. love at first sight for her: unica!"
"1730",1730,"Lamborghini","227228333969461",2782,18139,574,"2012-03-06","21:38:19","2012-03-06",2,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731",1731,"Lamborghini","227228333969461",2777,9652,358,"2012-03-06","09:26:14","2012-03-06",2,"morning","video",1,-1,0,1,0,0,1,1,4,1,0,2,"stephan winkelmann, president and ceo of automobili lamborghini s.p.a., unveils the new aventador j (pronounced ""yoh-tah"").the lamborghini aventador j is a radically open automobile conceived as a ""barchetta"": in place of the classic front windshield there are two small wind deflectors, which make it the lowest car ever made by lamborghini.the lamborghini aventador j is fully functional, registered for road use and will be sold as a one-off. it makes use of forged composite parts, like the bucket seats. forged composite is an innovative carbon fiber material which was used for the first time by lamborghini in the sesto elemento monocoque. the seats are clad in a special, new carbon fiber based textile, called carbonskin, which represents the first application in a car.in one word: unica!"
"1732",1732,"Lamborghini","227228333969461",6410,26662,2606,"2012-03-06","08:00:30","2012-03-06",2,"morning","photo",NA,NA,0,0,0,0,0,0,1,0,0,1,"the new lamborghini aventador j (pronounced ""yoh-tah"") is live now on our website! in one word: #unica "
"1733",1733,"Lamborghini","227228333969461",0,0,0,"2012-03-05","16:04:52","2012-03-05",1,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",1734,"Lamborghini","227228333969461",0,582,25,"2012-03-05","13:48:17","2012-03-05",1,"afternoon","status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"discover #unica"
"1735",1735,"Lamborghini","227228333969461",827,2448,166,"2012-03-03","05:21:02","2012-03-03",6,"early morning","video",7,2,0,3,0,1,2,0,3,0,1,2,"we saw the light! we are excited by the new car we are going to unveil at upcoming geneva motor show. so, what comes next? enjoy this video and ... watch carefully!"
"1736",1736,"Lamborghini","227228333969461",245,5884,80,"2012-02-29","15:45:22","2012-02-29",3,"afternoon","link",NA,1,0,1,0,0,0,0,0,0,0,0,"lamborghini is now officially also on pinterest: ready to discover our pins? you can follow us there!"
"1737",1737,"Lamborghini","227228333969461",948,9604,261,"2012-02-28","16:36:18","2012-02-28",2,"afternoon","photo",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the aventador was presented exactly one year ago at the geneva international motor show: here is her first family album. it seems our latest jewel is growing fast, don't you think?"
"1738",1738,"Lamborghini","227228333969461",140,3011,70,"2012-02-24","16:45:06","2012-02-24",5,"afternoon","photo",2,2,0,1,0,0,0,1,3,0,0,0,"the brand new lamborghinistore.com is now online! discover the totally renewed store: for you, a 10% welcome discount coupon. insert the code nls1w to take advantage of the discount. offer valid until midnight of 27/02/2012, minimum order € 100. enter now!_campaign=fb_newstore&ga_medium=postfb&ga_source=lamborghiniad"
"1739",1739,"Lamborghini","227228333969461",5293,37588,1097,"2012-02-22","16:58:25","2012-02-22",3,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740",1740,"Lamborghini","227228333969461",5293,37588,1097,"2012-02-22","16:58:21","2012-02-22",3,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741",1741,"Lamborghini","227228333969461",294,5947,285,"2012-02-21","17:14:36","2012-02-21",2,"afternoon","photo",-1,1,1,2,0,2,2,1,3,0,2,0,"the lamborghini winter academy 2012 is over but you can still feel the thrill of driving on ice with the new version of sports car challenge for iphone and ipad. what's your score?"
"1742",1742,"Lamborghini","227228333969461",1278,8634,342,"2012-02-20","15:35:19","2012-02-20",1,"afternoon","video",3,NA,0,1,0,1,1,0,1,0,0,0,"robb report magazine senior vp david arnold unveils the 2012 car of the year on fox business:it's the aventador lp 700-4, praised for design. performance and handling. watch the video here!"
"1743",1743,"Lamborghini","227228333969461",5293,37588,1097,"2012-02-17","15:50:33","2012-02-17",5,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",1744,"Lamborghini","227228333969461",1170,13846,681,"2012-02-16","16:48:23","2012-02-16",4,"afternoon","photo",3,3,0,2,0,0,0,0,2,0,0,1,"today we have two records to celebrate: 2.000.000 fans on this page and the production of gallardo n. 12.000, just out of the assembly line. are you ready for what comes next?"
"1745",1745,"Lamborghini","227228333969461",2243,17125,1125,"2012-02-14","16:07:06","2012-02-14",2,"afternoon","photo",3,0,0,1,0,0,1,0,1,1,1,1,"extreme. uncompromising. italian. and, absolutely lovely. (keep spreading the lambolove!)"
"1746",1746,"Lamborghini","227228333969461",1888,7350,310,"2012-02-13","15:56:04","2012-02-13",1,"afternoon","video",2,2,0,3,0,1,0,0,3,0,0,2,"lamborghini aventador is top gear's supercar of the year 2011 and fastest car on the imola circuit at top gear s18e01. did you miss the first episode? watch the race here!"
"1747",1747,"Lamborghini","227228333969461",1365,12781,831,"2012-02-10","16:29:33","2012-02-10",5,"afternoon","photo",5,2,0,1,0,0,1,0,2,0,0,1,"grown-ups and children, we make everybody happy, don't we? lamborghini aventador, toy scale and human scale at spielwarenmesse international toy fair nürnberg 2012!"
"1748",1748,"Lamborghini","227228333969461",111,2545,58,"2012-02-07","16:23:21","2012-02-07",2,"afternoon","link",8,3,0,5,0,0,4,0,5,0,3,2,"find the perfect valentine’s day gift on lamborghinistore.com: enter now and discover many gift ideas for her and for him. shopping online is easy, fast delivery in 48/72 hours anywhere you like. shop now!"
"1749",1749,"Lamborghini","227228333969461",93,3630,140,"2012-02-02","16:47:06","2012-02-02",4,"afternoon","status",10,4,0,1,0,0,3,0,4,0,1,2,"here at lamborghini we love to see your own creative sketches, designs and pictures. keep skecthing the bull and post your own creations on our wall! we promise you to reward you with some exclusive sketches, directly from our designers' office."
"1750",1750,"Lamborghini","227228333969461",489,2988,94,"2012-01-25","21:31:56","2012-01-25",3,"night","video",NA,NA,0,2,0,0,1,0,2,0,0,2,"a white lamborghini aventador was presented at ces in las vegas, featuring a multimedia and navigation systems based on nvidia processors, with real-time google maps data. have a quick look!"
"1751",1751,"Lamborghini","227228333969461",45,1249,52,"2012-01-19","09:23:53","2012-01-19",4,"morning","link",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[only for our italian-speaking fans] voglia di motori? l'intera storia di ferruccio lamborghini e del suo ""destino incrociato"" con giotto bizzarrini, il creatore del primo motore lamborghini."
"1752",1752,"Lamborghini","227228333969461",0,1249,15,"2012-01-18","10:46:28","2012-01-18",3,"morning","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753",1753,"Lamborghini","227228333969461",0,938,9,"2012-01-18","10:46:24","2012-01-18",3,"morning","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754",1754,"Lamborghini","227228333969461",75,1611,44,"2012-01-18","09:20:47","2012-01-18",3,"morning","link",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"what about a speed test course with the aventador? a brand new update for gran turismo 5 has been released, with a new car pack includingour latest jewel."
"1755",1755,"Lamborghini","227228333969461",101,2310,70,"2012-01-16","16:48:09","2012-01-16",1,"afternoon","link",NA,-1,0,3,0,0,2,0,3,0,1,2,"addicted to lamborghini? check out our official online store and discover our unmissable special promotions on lamborghini products. january 20v12, time for shopping!"
"1756",1756,"Lamborghini","227228333969461",155,2752,101,"2012-01-01","11:20:11","2012-01-01",7,"morning","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the year of v12 starts with lamborghini 350 gt. what else?"
"1757",1757,"Lamborghini","227228333969461",108,8131,433,"2012-01-01","00:04:05","2012-01-01",7,"early morning","status",3,2,0,2,0,0,2,0,2,0,0,1,"happy new 20v12! (and stay tuned. a special goodie is coming for all our fans on fb)"
"1758",1758,"landrover","10369058551",30,389,4,"2012-03-10","14:33:10","2012-03-10",6,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759",1759,"landrover","10369058551",22,319,5,"2012-03-10","13:43:43","2012-03-10",6,"afternoon","video",7,-1,0,2,0,5,2,3,5,3,3,2,"the journey of discovery has been on the slopes of pila in the aosta valley, italy where the team discovered the secrets of avalanche control. 20 kilos of explosives detonated a perfectly controlled mini avalanche. joined by ambassador ben saunders, a man well-versed in all matters of snow and survival and cameraman johno verity, who himself has survived an avalanche. follow us on our journey and please help us reach our target. find out more at landrover.com/million"
"1760",1760,"landrover","10369058551",27,461,15,"2012-03-09","16:04:06","2012-03-09",5,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",1761,"landrover","10369058551",64,446,13,"2012-03-09","15:41:25","2012-03-09",5,"afternoon","video",1,1,1,4,0,3,2,1,3,1,0,0,"after months of preparation journey of discovery is now underway and the vehicles turned the first miles on the countdown to beijing. geneva receding in the mirrors and the alpine heights of chamonix beckoning. aim is to raise £1m for the international federation of red cross and red crescent societies (ifrc). follow us on our journey and please help us reach our target. find out more at landrover.com/million."
"1762",1762,"landrover","10369058551",77,475,25,"2012-03-06","16:18:06","2012-03-06",2,"afternoon","video",3,3,1,5,0,4,4,1,8,1,1,1,"in celebration of the millionth land rover discovery, we are embarking on an extraordinary journey and re-creating the 1955 overland expedition from birmingham to beijing. come with us on our journey and help us raise £1,000,000 for the international federation of red cross and red crescent societies (ifrc) to support a much needed water sanitation project in uganda.follow us on our journey and please help us reach our target. find out more at landrover.com/million"
"1763",1763,"landrover","10369058551",247,1369,144,"2012-03-06","10:03:48","2012-03-06",2,"morning","photo",NA,NA,0,1,0,0,0,0,1,0,0,0,"land rover have unveiled a range rover evoque convertible concept at the 2012 geneva motor show this week. the evoque convertible concept vehicle will explore the potential for the world's first premium convertible suv."
"1764",1764,"landrover","10369058551",43,367,14,"2012-03-02","16:08:14","2012-03-02",5,"afternoon","video",5,3,1,1,0,1,1,1,3,1,1,1,"in celebration of our millionth land rover discovery and our relationship with the international federation of red cross and red crescent societies (ifrc), we are embarking on our most ambitious fundraising project yet. we want to raise £1,000,000 for the ifrc to support a much needed water sanitation project in uganda.please help us reach our target. find out more at "
"1765",1765,"landrover","10369058551",271,1977,85,"2012-03-02","13:00:23","2012-03-02",5,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",1766,"landrover","10369058551",109,756,51,"2012-03-02","11:28:20","2012-03-02",5,"morning","video",6,2,0,2,0,0,1,0,4,0,0,0,"after 23 years and 200 awards from around the world, this week we celebrated the production of the millionth land rover discovery.  see how one of the world’s most iconic vehicles has evolved in this short film:"
"1767",1767,"lexus","90671958533",234,2666,162,"2012-03-12","15:30:31","2012-03-12",1,"afternoon","photo",2,1,0,1,1,0,1,0,2,0,1,2,"discover the stunningly designed gs f sport interior & explore its race-inspired details. "
"1768",1768,"lexus","90671958533",2,236,5,"2012-03-09","23:10:35","2012-03-09",5,"night","status",3,1,1,5,0,0,5,1,6,1,4,4,"two of our hotel partner chefs need your help. chef joseph lenn of blackberry farm and sunny jin of the allison inn & spa have been nominated for food & wine magazine's ""the people's best new chef"" award. follow the link to cast your vote. "
"1769",1769,"lexus","90671958533",111,1496,33,"2012-03-09","17:05:15","2012-03-09",5,"afternoon","link",4,-1,1,0,0,1,0,1,2,0,1,1,"want to see more 2013 gs performance? mark you calendars for march 15 and tune into “shut up and drive!” on speed tv. you’ll see some of the most respected professional drivers push the 2013 gs to the limit in a competitive drive on some of america’s most iconic routes. get a sneak peek here."
"1770",1770,"lexus","90671958533",13,564,3,"2012-03-08","22:06:36","2012-03-08",4,"night","link",3,-2,0,1,0,1,0,2,0,0,0,0,"have you ever been the butt of a joke? lily tomlin lets it all hang out on “web therapy.” watch all three episodes with tomlin and lisa kudrow now. original comedy at l studio, created by lexus."
"1771",1771,"lexus","90671958533",28,431,16,"2012-03-08","17:24:49","2012-03-08",4,"afternoon","photo",NA,-1,0,1,0,0,0,1,0,0,0,1,"the all-new 2013 gs doesn’t just help you connect to the road. with innovations like the industry's first available 12.3-inch high-resolution split-screen multimedia display and the available lexus enform system, it connects to you. explore for yourself. "
"1772",1772,"lexus","90671958533",23,625,7,"2012-03-08","00:29:12","2012-03-08",4,"early morning","link",5,2,0,2,0,0,3,0,5,1,0,2,"do you like the band the shins? if so, download npr's new music ipad app for a special concert tonight at 10 p.m. et/7 p.m. pt. lexus is proud to be the exclusive launch sponsor of the free, new ipad app."
