company_urlname,company_id,shares,C2B_likes,total_comments,weekday,afinnscore,bingscore,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,message
Kia,1.57E+11,19,83,60,4,6,1,0,0,0,0,0,0,2,0,0,1,"kia motors america today announced the brandís best ever february sales of 45,038 units, a 37.3-percent increase over the same period in 2011. year-to-date sales are up 32.9 percent on the strength of popular vehicles such as the optima and the soul. which kia vehicle do you drive or would like to be driving soon?"
Kia,1.57E+11,22,104,25,4,3,1,0,3,0,0,2,0,3,0,0,1,"kia motors manufacturing georgia, inc. recently celebrated production of the 500,000th vehicle at the west point, ga. automobile manufacturing facility. vehicle number 500,000 was a snow white pearl optima sx and will now be allocated to one of kia motors america's more than 755 dealerships nationwide."
Kia,1.57E+11,2,13,8,3,NA,NA,0,1,0,1,0,0,0,0,0,0,watch it here...
Kia,1.57E+11,0,13,0,1,NA,NA,0,0,0,0,0,0,0,0,0,1,"check out the kia soul in the new web series, wolfpack of reseda."
Kia,1.57E+11,0,17,0,1,2,NA,0,1,0,0,1,0,1,0,0,1,"congrats to kevin durant, the 2012 kia nba all-star game mvp!"
Kia,1.57E+11,0,16,0,1,NA,NA,1,2,0,0,2,1,2,1,1,2,vote for your kia nba all-star mvp by texting the playerís last name to ìdunksî 38657 now!
Kia,1.57E+11,26,43,4,5,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whatís crazier than dunking over a kia optima? having an optima dunk over blake griffin.
Kia,1.57E+11,0,21,2,7,6,1,0,0,0,0,0,1,0,1,1,0,travel across the country in your virtual kia optima to gather intel and find black boxes. you could win a chance to take a vip tour of the nikita set!
Kia,1.57E+11,0,23,0,6,1,NA,0,2,0,0,1,0,1,0,0,1,"check out the explore kia application on facebook. you can browse kia vehicles, compare kia with other vehicles, find a local dealer, share with friends, and much more."
Kia,1.57E+11,2,23,1,5,2,1,0,2,0,0,3,0,3,0,0,2,what is your favorite blake griffin commercial for the kia optima? check out our video playlist with all five videos featuring the basketball all-star.
Kia,1.57E+11,0,14,14,5,NA,NA,0,1,0,0,0,0,0,0,0,0,what is the best song to play with your windows down? submit your song suggestions and check out songs picked by kia rio owners on our spotify playlist.
Kia,1.57E+11,1,30,8,4,4,NA,0,1,0,1,3,0,4,0,1,3,"check out an exclusive look at the birth of a concept car. for nearly 9 months, motor trend magazine followed the kia design team as they worked to create their racing-inspired track'ster concept, from the first design sketches to the final unveiling at the 2012 chicago auto show."
Kia,1.57E+11,4,31,1,3,10,5,0,1,0,0,1,0,1,0,1,1,"find out why the 2012 kia optima is not your average midsize sedan. download the free kia optima interactive experience application for the ipadÆ. in this rich interactive experience, youíll uncover optimaís smart mix of eco-friendly technologies, practical features, and of course ó its amazing value."
Kia,1.57E+11,0,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the cast of nikita needs your help on a mission. key codes must be obtained manually. that's where you come in, agent. obtain all the keys and when you find them, wellÖwe just don't know."
Kia,1.57E+11,3,37,5,2,2,1,0,0,0,0,1,1,1,0,1,1,kia was voted the best automotive commercial in the 2012 twitter ad scrimmage. thanks to everyone that voted. check out the full :90 version of the spot. what is your favorite part of the commercial?
Kia,1.57E+11,1,40,14,1,7,1,1,3,1,0,6,3,15,3,2,4,"inspired by the beautiful rock formations found in the southwest united states, the red rock special edition soul! adds style, class and unique features inside and out. the red rock special edition features a lustrous canyon exterior color, high-gloss black front fascia and mirror housings. the interior is adorned with exclusive black leather trim and brown cloth seats. special edition soul vehicles will have limited availability while supplies last. vehicles will not be available in all regions. see your local kia retailer for details."
Kia,1.57E+11,0,20,1,6,2,0,0,0,0,0,1,2,1,1,0,1,black box or bust! go on an interactive scavenger hunt with your favorite cast members from nikita!
Kia,1.57E+11,0,25,25,4,13,3,0,1,0,0,2,0,4,0,2,2,do you love your kia? share your story on our customer loyalty contest for a chance to win a trip to korea.
Kia,1.57E+11,13,34,6,4,NA,NA,0,0,0,0,0,0,1,0,0,2,"recognized by the editors at kiplingerís personal finance as a 2012 best new car value, the kia optima has been ranked ìbest in classî in the $25,000-$30,000 sedan category.  kiplingerís editors sort through hundreds of contenders to reveal the best values in its annual buyerís guide."
Kia,1.57E+11,2,46,4,3,5,1,0,0,0,0,0,0,1,0,0,0,"motorweek, one of televisionís longest-running and most respected automotive programs, today announced its 2012 driversí choice awards at the chicago auto show with the all-new 2012 rio (pictured) and 2012 optima midsize sedan topping the subcompact car and best family sedan categories, respectively."
Kia,1.57E+11,15,74,8,3,6,6,0,4,0,1,3,3,9,2,1,5,"kelley blue bookís kbb.com reported today the top automotive manufacturers with the lowest average total cost of ownership for the initial five-year ownership period, with kia motors america earning the award in the non-luxury brand category and the 2012 soul taking top honors in the non-luxury compact car category. calculating depreciation, expected fuel costs, insurance, maintenance and repair costs, state fees and more, kiaís average total cost of ownership over a five-year ownership period came in below $40,000 and the 2012 soul was under $32,000."
Kia,1.57E+11,2,47,2,3,-2,-2,2,0,0,0,0,2,1,2,1,0,did you catch the 2012 kia optima sx limited in our big game commercial? take a look at photos and learn more about the new optima sx limited.
Kia,1.57E+11,23,73,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check out photos of the kia track'ster concept that debuted today at the chicago auto show.
Kia,1.57E+11,1,23,3,3,1,1,0,0,0,0,0,0,1,0,0,1,"we would like to thank everyone that voted and helped make kia's ""a dream car. for real life."" commercial #3 on the usa today and facebook ad meter."
Kia,1.57E+11,1,28,0,2,1,NA,1,1,0,0,1,1,2,1,1,2,"vote now for kia's ""a dream car. for real life."" commercial in the usa today and facebook ad meter."
Kia,1.57E+11,3,17,0,2,4,2,0,1,0,0,0,0,1,0,0,1,congratulations to kobe bryant and lebron james for being named the january kia players of the month. click below to see the plays that put them on top.
Kia,1.57E+11,2,21,2,1,2,1,2,2,0,0,3,2,4,2,2,3,feel like part of the action! your vote could get your favorite big game ad a touchdown! vote now.
Kia,1.57E+11,1,73,15,1,8,2,1,1,0,0,1,1,1,1,1,1,"you can't choose who wins the big game, but you can choose which big game commercial should win! vote now."
Kia,1.57E+11,16,42,5,7,2,2,0,1,0,0,1,0,1,0,0,1,are you ready for the big game? check out the extended version of our spot for the kia optima that will air today during the game. what is your favorite part of the commercial?
Kia,1.57E+11,27,30,9,4,NA,NA,0,0,0,0,0,0,1,0,0,0,"supermodels, rock n' roll & the sandmanÖoh my!"
Kia,1.57E+11,4,16,0,3,NA,NA,2,2,0,0,2,2,2,2,2,3,blake griffin is nominated for best sports pitchman by adweek. you can vote now at www.adweek.com/sports-poll. check out the latest kia optima commercial and see why blake deserves your vote.
Kia,1.57E+11,1,22,6,2,3,1,0,1,0,0,1,0,1,0,1,1,"it's hard to get enough of adriana. but, thanks to the miracle of the internet, we're able to bring you 5 hours of the finest flag-waving the world has ever seen."
Kia,1.57E+11,3,20,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blake griffin shows you what is easy to fold in the new commercial for the kia optima.
Kia,1.57E+11,1,12,0,1,NA,-1,0,0,0,1,0,1,0,0,0,0,come check out the rio monster rundown game featuring the all new rio 5-door! bet you canít play just once! 
Kia,1.57E+11,0,8,1,6,1,NA,0,1,0,0,1,0,1,0,1,0,not your averageÖcomedy festival? that's right.
Kia,1.57E+11,0,11,1,6,5,1,0,0,0,0,1,0,1,0,1,0,do you love nikita? do you want a chance at a vip tour of the nikita set?
Kia,1.57E+11,12,28,3,6,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blake griffin shares what he thinks is impressive in the latest commercial for the kia optima. are you impressed by the kia optima?
Kia,1.57E+11,0,18,0,5,1,NA,0,2,0,0,1,0,2,0,0,1,"check out the new explore kia application on facebook. you can browse kia vehicles, build & price your own kia, locate a dealer in your area, share with friends, and much more."
Kia,1.57E+11,2,35,2,3,NA,NA,0,1,0,0,0,0,0,0,0,0,something very dreamy is coming your way. stay tuned.
Kia,1.57E+11,1,10,1,1,2,NA,0,1,0,0,2,0,2,0,0,1,"you and the rio 5-door -- saving the world, one road at a time. jump in, save your friends! what are you waiting for? "
Kia,1.57E+11,0,11,2,5,1,NA,0,1,0,0,0,0,2,0,0,1,we are issuing a voluntary safety recall campaign to replace the clock spring contact assembly on some 2006-2008 kia optimas and 2007-2008 kia rondos. click below for more details.
Kia,1.57E+11,1,22,9,4,2,3,0,1,0,0,1,0,3,0,0,5,"kia motors america (kma), the official automotive partner of the nba, has added a new team its nba team partnerships by becoming the ìofficial vehicle of the golden state warriors.î  beginning with the 2011-2012 basketball season, kma also has renewed relationships with the boston celtics, chicago bulls, cleveland cavaliers, denver nuggets, miami heat, new york knicks, philadelphia 76ers, phoenix suns and san antonio spurs, while the los angeles clippers, orlando magic and portland trail blazers remain on kia motorsí roster in 2011-2012 as part of multi-year agreements. which team are you hoping goes all the way this year?"
Kia,1.57E+11,11,42,9,2,3,0,0,1,0,0,1,0,1,0,1,1,"usa today is previewing the new kia commercial that will air during the big game. the spot features appearances by adriana lima, motley crue and chuck liddell. who are you most excited to see in the new commercial? check out the article at "
Kia,1.57E+11,11,40,15,5,13,8,0,1,0,0,1,1,2,0,0,3,"the 2012 rio 5-door has been named ìsubcompact car of the yearî by famaís ìmujeres al volante.î fama is a leading modern lifestyle magazine in spanish, and the mujeres al volante awards honor vehicles that meet the priorities of u.s. hispanic women when considering a new vehicle. the rio 5-door was recognized for its long list of standard safety features, modern amenities, outstanding fuel economy, strong family appeal and world-class design."
Kia,1.57E+11,3,11,0,3,2,NA,0,0,0,0,1,0,1,0,0,1,"your friends have been turned into monsters! what are you going to do? hop into a customized rio 5-door and save them, that's what!"
Kia,1.57E+11,5,26,10,3,5,4,0,0,0,0,0,0,5,0,0,2,"kia motors america today unveiled uvo eservices, the next iteration of the companyís innovative voice-activated infotainment system, during the 2012 consumer electronics show (ces). uvo eservices represents an evolution from the original uvo systemís capabilities, adding a new telematics suite that is powered by a free smartphone app that will provide drivers with an innovative in-vehicle connectivity experience including navigation, diagnostics capabilities and added convenience features. you can learn more here: www.facebook.com/kia?sk=app_137190563016362."
Kia,1.57E+11,0,12,0,6,2,NA,3,0,0,1,1,3,1,0,0,1,"south beast, tinseltown wolf and blizzarding brutesÖoh my! grab the rio 5-door and hit the road to save your friends! "
Kia,1.57E+11,12,48,7,4,7,4,0,2,1,0,1,3,3,1,0,3,"the kia optima has been named ì2012 sedan of the yearî by autobytel. recognized by the automotive research websiteís editors as ìsetting the barî in the sedan category, the optima took top honors against tough competition with its head-turning design, roomy interior and outstanding fuel economy."
Kia,1.57E+11,19,55,36,3,2,NA,0,1,0,0,0,1,2,1,0,1,"kia motors america (kma) today reported record december sales of 43,390 units, a 42.5% increase over the same period in 2010. kia had its best-ever full-year sales of 485,492 vehicles in 2011, a 36.3% increase over 2010. the kia optima also topped the sales chart for the first time since its introduction in late 2010. which kia vehicle are you driving or would like to be driving in 2012?"
Kia,1.57E+11,1,102,15,7,3,1,0,1,0,0,1,0,1,0,0,1,kia motors america would like to wish you a happy new year!
Kia,1.57E+11,0,23,7,5,15,4,0,1,0,0,2,0,4,0,2,2,do you love to tell everyone about your kia? share your positive experience with kia in our customer loyalty contest and have the chance to win a trip to korea.
Lamborghini,2.27E+14,4456,13121,563,4,1,2,0,1,0,0,1,0,3,0,0,1,"design, technology, passion, innovation, manufacturing: take a look at the behind-the-scenes of the new unica, aventador j!"
Lamborghini,2.27E+14,1796,8674,319,3,3,2,0,1,0,1,2,0,2,0,1,1,want to feel the thrill of the aventador j unveiling? here is the video of the official presentation at the geneva international motor show. love at first sight for her: unica!
Lamborghini,2.27E+14,2782,18139,574,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamborghini,2.27E+14,2777,9652,358,2,1,-1,0,1,0,0,1,1,4,1,0,2,"stephan winkelmann, president and ceo of automobili lamborghini s.p.a., unveils the new aventador j (pronounced ""yoh-tah"").the lamborghini aventador j is a radically open automobile conceived as a ""barchetta"": in place of the classic front windshield there are two small wind deflectors, which make it the lowest car ever made by lamborghini.the lamborghini aventador j is fully functional, registered for road use and will be sold as a one-off. it makes use of forged composite parts, like the bucket seats. forged composite is an innovative carbon fiber material which was used for the first time by lamborghini in the sesto elemento monocoque. the seats are clad in a special, new carbon fiber based textile, called carbonskin, which represents the first application in a car.in one word: unica!"
Lamborghini,2.27E+14,6410,26662,2606,2,NA,NA,0,0,0,0,0,0,1,0,0,1,"the new lamborghini aventador j (pronounced ""yoh-tah"") is live now on our website! in one word: #unica "
Lamborghini,2.27E+14,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamborghini,2.27E+14,0,582,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,discover #unica
Lamborghini,2.27E+14,827,2448,166,6,7,2,0,3,0,1,2,0,3,0,1,2,"we saw the light! we are excited by the new car we are going to unveil at upcoming geneva motor show. so, what comes next? enjoy this video and ... watch carefully!"
Lamborghini,2.27E+14,245,5884,80,3,NA,1,0,1,0,0,0,0,0,0,0,0,lamborghini is now officially also on pinterest: ready to discover our pins? you can follow us there!
Lamborghini,2.27E+14,948,9604,261,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the aventador was presented exactly one year ago at the geneva international motor show: here is her first family album. it seems our latest jewel is growing fast, don't you think?"
Lamborghini,2.27E+14,140,3011,70,5,2,2,0,1,0,0,0,1,3,0,0,0,"the brand new lamborghinistore.com is now online! discover the totally renewed store: for you, a 10% welcome discount coupon. insert the code nls1w to take advantage of the discount. offer valid until midnight of 27/02/2012, minimum order Ä 100. enter now!_campaign=fb_newstore&ga_medium=postfb&ga_source=lamborghiniad"
Lamborghini,2.27E+14,5293,37588,1097,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamborghini,2.27E+14,5293,37588,1097,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamborghini,2.27E+14,294,5947,285,2,-1,1,1,2,0,2,2,1,3,0,2,0,the lamborghini winter academy 2012 is over but you can still feel the thrill of driving on ice with the new version of sports car challenge for iphone and ipad. what's your score?
Lamborghini,2.27E+14,1278,8634,342,1,3,NA,0,1,0,1,1,0,1,0,0,0,"robb report magazine senior vp david arnold unveils the 2012 car of the year on fox business:it's the aventador lp 700-4, praised for design. performance and handling. watch the video here!"
Lamborghini,2.27E+14,5293,37588,1097,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamborghini,2.27E+14,1170,13846,681,4,3,3,0,2,0,0,0,0,2,0,0,1,"today we have two records to celebrate: 2.000.000 fans on this page and the production of gallardo n. 12.000, just out of the assembly line. are you ready for what comes next?"
Lamborghini,2.27E+14,2243,17125,1125,2,3,0,0,1,0,0,1,0,1,1,1,1,"extreme. uncompromising. italian. and, absolutely lovely. (keep spreading the lambolove!)"
Lamborghini,2.27E+14,1888,7350,310,1,2,2,0,3,0,1,0,0,3,0,0,2,lamborghini aventador is top gear's supercar of the year 2011 and fastest car on the imola circuit at top gear s18e01. did you miss the first episode? watch the race here!
Lamborghini,2.27E+14,1365,12781,831,5,5,2,0,1,0,0,1,0,2,0,0,1,"grown-ups and children, we make everybody happy, don't we? lamborghini aventador, toy scale and human scale at spielwarenmesse international toy fair n¸rnberg 2012!"
Lamborghini,2.27E+14,111,2545,58,2,8,3,0,5,0,0,4,0,5,0,3,2,"find the perfect valentineís day gift on lamborghinistore.com: enter now and discover many gift ideas for her and for him. shopping online is easy, fast delivery in 48/72 hours anywhere you like. shop now!"
Lamborghini,2.27E+14,93,3630,140,4,10,4,0,1,0,0,3,0,4,0,1,2,"here at lamborghini we love to see your own creative sketches, designs and pictures. keep skecthing the bull and post your own creations on our wall! we promise you to reward you with some exclusive sketches, directly from our designers' office."
Lamborghini,2.27E+14,489,2988,94,3,NA,NA,0,2,0,0,1,0,2,0,0,2,"a white lamborghini aventador was presented at ces in las vegas, featuring a multimedia and navigation systems based on nvidia processors, with real-time google maps data. have a quick look!"
Lamborghini,2.27E+14,45,1249,52,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[only for our italian-speaking fans] voglia di motori? l'intera storia di ferruccio lamborghini e del suo ""destino incrociato"" con giotto bizzarrini, il creatore del primo motore lamborghini."
Lamborghini,2.27E+14,0,1249,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamborghini,2.27E+14,0,938,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamborghini,2.27E+14,75,1611,44,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"what about a speed test course with the aventador? a brand new update for gran turismo 5 has been released, with a new car pack includingour latest jewel."
Lamborghini,2.27E+14,101,2310,70,1,NA,-1,0,3,0,0,2,0,3,0,1,2,"addicted to lamborghini? check out our official online store and discover our unmissable special promotions on lamborghini products. january 20v12, time for shopping!"
Lamborghini,2.27E+14,155,2752,101,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,the year of v12 starts with lamborghini 350 gt. what else?
Lamborghini,2.27E+14,108,8131,433,7,3,2,0,2,0,0,2,0,2,0,0,1,happy new 20v12! (and stay tuned. a special goodie is coming for all our fans on fb)
landrover,10369058551,30,389,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
landrover,10369058551,22,319,5,6,7,-1,0,2,0,5,2,3,5,3,3,2,"the journey of discovery has been on the slopes of pila in the aosta valley, italy where the team discovered the secrets of avalanche control. 20 kilos of explosives detonated a perfectly controlled mini avalanche. joined by ambassador ben saunders, a man well-versed in all matters of snow and survival and cameraman johno verity, who himself has survived an avalanche. follow us on our journey and please help us reach our target. find out more at landrover.com/million"
landrover,10369058551,27,461,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
landrover,10369058551,64,446,13,5,1,1,1,4,0,3,2,1,3,1,0,0,after months of preparation journey of discovery is now underway and the vehicles turned the first miles on the countdown to beijing. geneva receding in the mirrors and the alpine heights of chamonix beckoning. aim is to raise £1m for the international federation of red cross and red crescent societies (ifrc). follow us on our journey and please help us reach our target. find out more at landrover.com/million.
landrover,10369058551,77,475,25,2,3,3,1,5,0,4,4,1,8,1,1,1,"in celebration of the millionth land rover discovery, we are embarking on an extraordinary journey and re-creating the 1955 overland expedition from birmingham to beijing. come with us on our journey and help us raise £1,000,000 for the international federation of red cross and red crescent societies (ifrc) to support a much needed water sanitation project in uganda.follow us on our journey and please help us reach our target. find out more at landrover.com/million"
landrover,10369058551,247,1369,144,2,NA,NA,0,1,0,0,0,0,1,0,0,0,land rover have unveiled a range rover evoque convertible concept at the 2012 geneva motor show this week. the evoque convertible concept vehicle will explore the potential for the world's first premium convertible suv.
landrover,10369058551,43,367,14,5,5,3,1,1,0,1,1,1,3,1,1,1,"in celebration of our millionth land rover discovery and our relationship with the international federation of red cross and red crescent societies (ifrc), we are embarking on our most ambitious fundraising project yet. we want to raise £1,000,000 for the ifrc to support a much needed water sanitation project in uganda.please help us reach our target. find out more at "
landrover,10369058551,271,1977,85,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
landrover,10369058551,109,756,51,5,6,2,0,2,0,0,1,0,4,0,0,0,"after 23 years and 200 awards from around the world, this week we celebrated the production of the millionth land rover discovery.  see how one of the worldís most iconic vehicles has evolved in this short film:"
lexus,90671958533,234,2666,162,1,2,1,0,1,1,0,1,0,2,0,1,2,discover the stunningly designed gs f sport interior & explore its race-inspired details. 
lexus,90671958533,2,236,5,5,3,1,1,5,0,0,5,1,6,1,4,4,"two of our hotel partner chefs need your help. chef joseph lenn of blackberry farm and sunny jin of the allison inn & spa have been nominated for food & wine magazine's ""the people's best new chef"" award. follow the link to cast your vote. "
lexus,90671958533,111,1496,33,5,4,-1,1,0,0,1,0,1,2,0,1,1,want to see more 2013 gs performance? mark you calendars for march 15 and tune into ìshut up and drive!î on speed tv. youíll see some of the most respected professional drivers push the 2013 gs to the limit in a competitive drive on some of americaís most iconic routes. get a sneak peek here.
lexus,90671958533,13,564,3,4,3,-2,0,1,0,1,0,2,0,0,0,0,"have you ever been the butt of a joke? lily tomlin lets it all hang out on ìweb therapy.î watch all three episodes with tomlin and lisa kudrow now. original comedy at l studio, created by lexus."
lexus,90671958533,28,431,16,4,NA,-1,0,1,0,0,0,1,0,0,0,1,"the all-new 2013 gs doesnít just help you connect to the road. with innovations like the industry's first available 12.3-inch high-resolution split-screen multimedia display and the available lexus enform system, it connects to you. explore for yourself. "
lexus,90671958533,23,625,7,4,5,2,0,2,0,0,3,0,5,1,0,2,"do you like the band the shins? if so, download npr's new music ipad app for a special concert tonight at 10 p.m. et/7 p.m. pt. lexus is proud to be the exclusive launch sponsor of the free, new ipad app."
lexus,90671958533,21,569,11,3,8,2,0,1,0,0,1,0,5,0,1,2,weíve partnered with shazam to give away two incredible getaways with the all-new 2013 gs as your escort. tune in tonight to ìpsychî on usa or the ìsoupî on e! shazam the episode using your mobile device to receive exclusive content and your chance to win. to learn more visit ìpsychî  or ìthe soupî 
lexus,90671958533,124,1403,80,2,NA,1,0,0,1,0,1,0,3,0,0,1,"after creating the luxury crossover segment more than 10 years ago, lexus is now raising the bar with the 2013 rx 350 and rx 450h. debuting at the geneva motor show, the new rx models feature the lexus spindle grille and other interior and exterior enhancements. how does the rx look to you?"
lexus,90671958533,34,528,29,1,2,3,0,0,0,0,0,1,2,1,1,2,"whether youíre cornering precisely through a canyon or maneuvering at lower speeds, the available all-new lexus dynamic handling system anticipates and helps deliver the appropriate handling through multiple integrated systems. learn how the 2013 gs f sport creates the next level of performance. "
lexus,90671958533,128,1739,66,1,3,1,0,0,0,0,0,0,0,0,1,0,"we recently surpassed one million facebook likes, so weíre going to tell you a few lexus stories about reaching the number 1 million. first, an engineerís one-million-kilometer road trip in the lexus gs (seriously)."
lexus,90671958533,19,760,27,6,NA,1,0,0,0,0,1,1,3,0,0,2,"do you remember when the 2013 gs f-sport was introduced at the sema show in las vegas? visit our points of no return facebook app, and wear your expertise of the gs and other technological milestones with pride. "
lexus,90671958533,5,293,18,5,NA,NA,0,2,0,0,0,0,2,0,0,1,is your lexus lease coming to an end? use the lexus financial services' lease-end checklist to prepare for your next vehicle. 
lexus,90671958533,12,336,57,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexus sales leaped nearly 16 percent in february compared to last year.  welcome to all the new gs buyers joining lexus.  we've added ct drivers, too, as people are drawn to its estimated 42 mpg. but which lexus vehicle do you think was our high seller for the month? "
lexus,90671958533,106,1273,46,4,4,3,0,1,0,0,1,0,1,0,0,0,"recently, a few lexus fans took some high-speed gs test-drives at californiaís auto club speedway. what they learned: this car is a fun drive. what we learned: lexus fans know how to handle a premium automobile. "
lexus,90671958533,29,762,23,3,8,1,1,3,0,0,4,1,7,2,0,2,"today is leap day, a rare opportunity to enjoy an extra 24 hours. to celebrate, weíve partnered with pandora to create their first multi-platform limited interruption experience. enjoy pandora on any device today with fewer ads and more music, courtesy of lexus. "
lexus,90671958533,45,982,32,3,3,2,0,1,0,0,1,0,1,0,0,1,"weíve launched our new facebook page! lexus is one of just a small group of brands with the new design, so take a look at our refreshed timeline, and explore historical milestones and ìlexus firsts,î dating all the way back to 1983. whatís your favorite part of our new page? "
lexus,90671958533,11,154,3,2,NA,1,0,0,0,0,1,0,1,0,0,0,"beginning a streak that would last eleven consecutive years, lexus is named the best-selling luxury auto make in america."
lexus,90671958533,0,131,2,2,3,NA,0,1,0,0,1,0,1,0,0,0,"celebrating its 15th anniversary, lexus has sold its two millionth vehicle in the u.s."
lexus,90671958533,1,106,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"after just ten years since its debut, lexus has sold its one millionth car in the u.s."
lexus,90671958533,1,408,26,2,1,1,0,3,1,0,1,0,2,0,1,1,the 2013 gs is finally here. curious to explore what led up to its arrival? discover milestones including the first insider renderings of what would become the new face of lexus and see how far weíve come. use our points of no return app now to discover more. 
lexus,90671958533,95,1510,72,2,11,3,0,2,0,0,2,0,3,0,1,1,"weíre proud to announce that lexus has reached one million facebook likes! from our very first fan to our one millionth, we could not be prouder of the community we've all built together. with your help, weíve planned some exciting celebrations for this historic milestone, so stay tuned for more news soon."
lexus,90671958533,0,18,3,2,-3,0,2,2,0,1,2,2,4,1,1,3,"four months after launch of the first lexus in the u.s., a single consumer complaint leads to lexus recalling 8,000 ls 400s. what could have been a disastrous event results in a defining moment. owners are phoned personally. a team of engineers and technicians is flown to the u.s. from japan, visiting ownersí homes and offices to perform service. and every ls is washed and filled with fuel prior to its return. within 20 days, the majority of the service campaign is completed, the customer service bar is raised for the industry and the ìpursuit of perfectionî goes from a brand mantra to a provable fact."
lexus,90671958533,0,12,0,2,12,6,1,4,0,1,5,0,12,0,1,5,"lexus and its generous dealer body collaborate to contribute up to $5 million to empower youth to develop projects that improve their community and world. its mission statement: ""lexus believes that children have the potential, and the desire, to make the world a better place. to encourage them to pursue their dreams, lexus will support organizations that build, shape and improve children's lives."""
lexus,90671958533,1,73,4,2,3,7,0,1,1,0,3,0,7,0,2,3,"featuring an advanced v8 hybrid powertrain, led headlamps, and dynamic styling, the lf-sh represents the future prestige luxury sedan for the brand. while the exterior design is met with enthusiasm, the concept is a solid clay model offering no glimpse of the future of interior design."
lexus,90671958533,23,67,7,2,10,2,0,1,0,0,0,4,2,0,0,1,"lexus reveals a super-premium, two-seat gt sports car concept. in addition to its stunning design, it features a glass roof, a triangular triple exhaust system integrated into the rear fascia and twin rear radiators positioned behind the rear wheels. due to the enthusiastic response, rumors circulate that lexus may move the concept into production."
lexus,90671958533,0,18,4,2,4,3,1,1,2,1,1,1,4,0,0,3,"lexus introduces a sleek, high-performance lf-x crossover concept. built on the gs 430ís platform, it features a powerful v8 and a futuristic interior design. in addition to a fully customizable lcd display that doubles as an instrument panel, a widescreen dash display helps provide added visibility using cameras positioned on both sides and the rear of the vehicle."
lexus,90671958533,1,47,0,2,3,5,2,3,3,3,2,4,7,1,3,5,"to illustrate its engineís smooth refinement, an ls 400 positioned on a dynamometer accelerates to more than 145 mph while a set of 15 champagne glasses stacked on its hood remains undisturbed. while champagne is poured into the glasses, the voiceover states, ""after years of intense work, lexus is ready to celebrate ... because even at the equivalent of 145 miles per hour, the lexus ls 400 is designed to stir the soul and not much else."" in response to tv networks and a leading consumer advocate proclaiming such an unprecedented feat was impossible, lexus produces third-party verification and re-creates the scenario with a public demonstration."
lexus,90671958533,12,249,9,1,8,2,0,1,0,0,1,0,1,0,1,2,"lexus has partnered with shazam to giveaway an incredible getaway with the all-new 2013 gs as your escort. tune in tonight to ìbeing humanî on syfy, then shazam the episode using your mobile device to receive exclusive content and your chance to win. "
lexus,90671958533,99,1193,50,1,3,4,0,1,0,1,0,1,5,1,0,2,"what happens when you combine a blank canvas, an unwavering vision and dna of the world-renowned lfa supercar? a performance vehicle worthy of a standing ovation. this is the all-new gs that will change the way you see lexus. "
lexus,90671958533,0,19,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexus and the ""l"" logo were formally introduced this month at the los angeles auto show."
lexus,90671958533,1,16,2,5,-1,1,0,0,0,0,1,1,1,0,1,0,"after a demanding selection process, the first 80 lexus dealerships have been named. here's a photo from the groundbreaking ceremony at lexus of columbus."
lexus,90671958533,1,26,4,5,2,NA,0,1,0,0,0,0,1,0,0,0,"after six years, thousands of designs and 50 full-size clay models (typical automotive models were built at 20% size), the ls 400 is approved for production."
